.687976,11,0,n,1348,636
.012792,11,0,n,-2,-2
.007000,11,0,n,-1,-3
.008579,11,0,n,-1,-3
.010151,11,0,n,1,-6
.010290,11,0,n,3,-10
.008898,11,0,n,8,-19
.010278,11,0,n,12,-22
.009985,11,0,n,14,-20
.009266,11,0,n,21,-19
.010160,11,0,n,28,-19
.010065,11,0,n,33,-17
.009121,11,0,n,38,-11
.010063,11,0,n,41,-5
.009884,11,0,n,40,2
.009115,11,0,n,40,6
.010160,11,0,n,39,11
.010057,11,0,n,36,13
.009900,11,0,n,33,15
.009963,11,0,n,32,16
.008902,11,0,n,26,14
.010072,11,0,n,21,14
.009995,11,0,n,16,14
.010052,11,0,n,10,14
.009108,11,0,n,3,12
.009867,11,0,n,-1,9
.010019,11,0,n,-4,6
.010072,11,0,n,-5,5
.010050,11,0,n,-8,3
.009095,11,0,n,-10,4
.010022,11,0,n,-17,5
.010045,11,0,n,-25,4
.010086,11,0,n,-36,4
.009105,11,0,n,-39,4
.010152,11,0,n,-41,2
.010146,11,0,n,-40,1
.008941,11,0,n,-41,-3
.010237,11,0,n,-42,-4
.009954,11,0,n,-44,-5
.009023,11,0,n,-45,-6
.009975,11,0,n,-46,-10
.009947,11,0,n,-43,-13
.010105,11,0,n,-41,-16
.009090,11,0,n,-37,-19
.010203,11,0,n,-33,-17
.010097,11,0,n,-29,-15
.008967,11,0,n,-25,-13
.010120,11,0,n,-21,-12
.009892,11,0,n,-21,-10
.010041,11,0,n,-19,-7
.009940,11,0,n,-16,-5
.009148,11,0,n,-13,-4
.010099,11,0,n,-9,-2
.009978,11,0,n,-7,-1
.010088,11,0,n,-4,0
.008867,11,0,n,-3,1
.010065,11,0,n,-2,1
.010013,11,0,n,-2,2
.010160,11,0,n,-1,1
.009161,11,0,n,-2,2
.010164,11,0,n,-1,2
.010077,11,0,n,-1,4
.008980,11,0,n,-2,4
.010018,11,0,n,-1,7
.323019,11,0,n,-14,4
.010795,11,0,n,-22,5
.009350,11,0,n,-31,4
.009034,11,0,n,-34,0
.010086,11,0,n,-36,-2
.010013,11,0,n,-38,-7
.011749,11,0,n,-38,-12
.007361,11,0,n,-37,-16
.010048,11,0,n,-36,-17
.010088,11,0,n,-33,-17
.009227,11,0,n,-31,-18
.010063,11,0,n,-26,-17
.010097,11,0,n,-20,-17
.009405,11,0,n,-15,-17
.010124,11,0,n,-6,-21
.009477,11,0,n,4,-34
.010671,11,0,n,16,-45
.009771,11,0,n,32,-50
.009235,11,0,n,44,-51
.009102,11,0,n,50,-49
.010112,11,0,n,54,-38
.010080,11,0,n,54,-23
.008814,11,0,n,52,-5
.010244,11,0,n,45,14
.010022,11,0,n,36,26
.009961,11,0,n,25,32
.009053,11,0,n,14,33
.010185,11,0,n,3,33
.010466,11,0,n,-7,30
.009117,11,0,n,-15,31
.010058,11,0,n,-22,35
.010138,11,0,n,-30,34
.008942,11,0,n,-35,32
.010204,11,0,n,-38,30
.009938,11,0,n,-40,26
.009906,11,0,n,-37,26
.009012,11,0,n,-35,28
.010191,11,0,n,-28,25
.010295,11,0,n,-22,20
.008868,11,0,n,-14,11
.010207,11,0,n,-5,4
.010121,11,0,n,0,-2
.009046,11,0,n,2,-4
.010230,11,0,n,4,-6
.010161,11,0,n,5,-9
.008964,11,0,n,9,-13
.010098,11,0,n,10,-15
.010067,11,0,n,10,-14
.009965,11,0,n,9,-11
.009038,11,0,n,9,-8
.010129,11,0,n,8,-6
.010122,11,0,n,5,-3
.401671,11,0,n,-11,3
.012797,11,0,n,-12,3
.006720,11,0,n,-17,2
.009366,11,0,n,-15,2
.009301,11,0,n,-17,3
.010056,11,0,n,-17,3
.010071,11,0,n,-18,3
.008926,11,0,n,-17,3
.010349,11,0,n,-17,3
.010292,11,0,n,-12,3
.008949,11,0,n,-10,1
.010291,11,0,n,-9,0
.009918,11,0,n,-11,1
.009009,11,0,n,-16,0
.010147,11,0,n,-21,1
.010127,11,0,n,-25,1
.009085,11,0,n,-28,-1
.010052,11,0,n,-29,-2
.009985,11,0,n,-28,-4
.010024,11,0,n,-25,-6
.008951,11,0,n,-23,-6
.010049,11,0,n,-22,-7
.010262,11,0,n,-18,-8
.009119,11,0,n,-16,-8
.010102,11,0,n,-13,-8
.010072,11,0,n,-10,-11
.010668,11,0,n,-9,-11
.008841,11,0,n,-6,-10
.010169,11,0,n,-2,-8
.029032,11,0,n,1,6
