.009340,11,0,n,-6,7
.009396,11,0,n,-8,8
.009917,11,0,n,-9,7
.010047,11,0,n,-8,5
.010037,11,0,n,-8,4
.010029,11,0,n,-5,2
.009006,11,0,n,-5,0
.010001,11,0,n,-5,0
.010067,11,0,n,-3,-1
.009949,11,0,n,-3,-2
.010065,11,0,n,-1,-2
.008974,11,0,n,1,-2
.009954,11,0,n,1,-1
.010031,11,0,n,1,-2
.009957,11,0,n,3,-3
.009990,11,0,n,5,-4
.009092,11,0,n,6,-5
.010024,11,0,n,8,-5
.010046,11,0,n,9,-4
.009942,11,0,n,9,-3
.009900,11,0,n,7,-1
.009040,11,0,n,8,-1
.010013,11,0,n,7,1
.010037,11,0,n,5,0
.010008,11,0,n,3,0
.009815,11,0,n,3,1
.009060,11,0,n,2,1
.009949,11,0,n,1,1
.009928,11,0,n,1,2
.009885,11,0,n,2,3
.009983,11,0,n,2,2
.010086,11,0,n,3,3
.010163,11,0,n,3,2
2.843507,11,0,n,-116,52
.012044,11,0,n,-1,5
.007010,11,0,n,-4,4
.009984,11,0,n,-5,3
.009007,11,0,n,-7,1
.010174,11,0,n,-10,0
.010095,11,0,n,-13,0
.010173,11,0,n,-14,-3
.009020,11,0,n,-12,-3
.010217,11,0,n,-11,-5
.009970,11,0,n,-9,-4
.009065,11,0,n,-7,-5
.010065,11,0,n,-4,-4
.009927,11,0,n,0,-5
1.313772,11,0,n,-15,2
.011142,11,0,n,-30,1
.008891,11,0,n,-38,-4
.008839,11,0,n,-37,-8
.009932,11,0,n,-34,-14
.009970,11,0,n,-29,-20
.010047,11,0,n,-25,-23
.009866,11,0,n,-19,-23
.010014,11,0,n,-13,-21
.008928,11,0,n,-8,-20
.010028,11,0,n,-3,-19
.009954,11,0,n,3,-20
.009971,11,0,n,10,-22
.010131,11,0,n,14,-30
.008960,11,0,n,19,-32
.010229,11,0,n,20,-25
.010049,11,0,n,21,-17
.010196,11,0,n,21,-9
.009039,11,0,n,22,-3
.009946,11,0,n,20,2
.010111,11,0,n,18,9
.010111,11,0,n,18,16
.008952,11,0,n,16,26
.010118,11,0,n,13,31
.009890,11,0,n,8,32
.010118,11,0,n,2,34
.008920,11,0,n,-5,38
.010065,11,0,n,-10,43
.010029,11,0,n,-13,40
.010082,11,0,n,-17,33
.009161,11,0,n,-20,24
.010045,11,0,n,-22,16
.010103,11,0,n,-23,9
.010464,11,0,n,-22,4
.009117,11,0,n,-22,0
.010002,11,0,n,-21,-2
.008822,11,0,n,-22,-5
.010074,11,0,n,-21,-6
.009941,11,0,n,-22,-7
.009937,11,0,n,-22,-7
.009957,11,0,n,-23,-9
.009903,11,0,n,-22,-11
.009979,11,0,n,-23,-10
.008883,11,0,n,-21,-11
.010002,11,0,n,-23,-11
.009891,11,0,n,-22,-11
.010044,11,0,n,-23,-9
.009961,11,0,n,-21,-7
.009943,11,0,n,-20,-5
.008989,11,0,n,-18,-1
.010120,11,0,n,-14,3
.010128,11,0,n,-10,7
.010041,11,0,n,-8,8
.008868,11,0,n,-5,8
.010072,11,0,n,-5,9
.009973,11,0,n,-4,10
.010038,11,0,n,-5,10
.009968,11,0,n,-4,10
.009054,11,0,n,-4,12
.010027,11,0,n,-4,16
.010202,11,0,n,-5,20
.010119,11,0,n,-3,25
.008953,11,0,n,-1,27
.010087,11,0,n,0,25
.010161,11,0,n,2,20
.010016,11,0,n,5,18
.009188,11,0,n,7,16
.010073,11,0,n,9,14
.010033,11,0,n,11,12
.008975,11,0,n,14,13
.010120,11,0,n,17,16
.010109,11,0,n,19,15
.009929,11,0,n,23,13
.008946,11,0,n,24,11
.010493,11,0,n,25,9
.009675,11,0,n,26,6
.010820,11,0,n,25,3
.008635,11,0,n,26,2
.010144,11,0,n,29,-1
.010381,11,0,n,31,-4
.009127,11,0,n,34,-4
.010326,11,0,n,33,-6
.009067,11,0,n,35,-7
.010208,11,0,n,36,-6
.009998,11,0,n,33,-7
.008941,11,0,n,29,-4
.009991,11,0,n,25,-3
.010025,11,0,n,20,-2
.010133,11,0,n,15,-2
.009938,11,0,n,10,-3
.009089,11,0,n,7,-4
.010089,11,0,n,5,-6
.009937,11,0,n,3,-5
.010013,11,0,n,1,-6
.008915,11,0,n,1,-4
.010024,11,0,n,-1,-1
.009996,11,0,n,0,-1
.009967,11,0,n,-1,0
.009973,11,0,n,-1,1
.009904,11,0,n,0,3
.009011,11,0,n,-1,6
.009892,11,0,n,-2,8
.009965,11,0,n,-1,11
.009978,11,0,n,-2,12
.009894,11,0,n,-1,15
.010092,11,0,n,-1,14
.008979,11,0,n,-1,13
.010044,11,0,n,0,13
23.695709,11,0,n,-6,15
.010094,11,0,n,-9,20
.007879,11,0,n,-14,27
.010104,11,0,n,-14,26
.010022,11,0,n,-16,23
.008910,11,0,n,-16,17
.009954,11,0,n,-15,10
.010075,11,0,n,-14,5
.009997,11,0,n,-13,1
.009939,11,0,n,-12,-2
.010003,11,0,n,-12,-6
.008980,11,0,n,-12,-12
.010050,11,0,n,-12,-15
.009826,11,0,n,-11,-17
.010149,11,0,n,-10,-18
.009924,11,0,n,-7,-19
.009009,11,0,n,-3,-18
.009982,11,0,n,-2,-16
.009853,11,0,n,0,-13
.010127,11,0,n,3,-9
.010006,11,0,n,4,-7
.008870,11,0,n,4,-3
.010164,11,0,n,5,-2
.009831,11,0,n,5,-1
.010154,11,0,n,7,0
.009916,11,0,n,7,1
.008966,11,0,n,7,1
